test,Z1,Z2,stars,n_words,useful,useful_discrete,n_fans,n_reviews
0,1,1,5,41,0,0,3,146
1,0,0,4,138,4,1,22,221
1,0,0,5,100,0,0,1,12
0,1,1,5,33,0,0,0,12
1,0,0,3,112,0,0,0,10
0,1,1,4,82,0,0,0,44
1,0,0,4,96,0,0,72,554
1,0,0,4,101,0,0,0,90
0,0,0,1,292,0,0,0,20
1,0,0,4,175,1,1,20,297
1,0,0,5,17,0,0,46,441
1,0,0,4,118,0,0,5,91
0,1,1,5,64,0,0,1,53
1,1,0,5,380,6,2,30,332
1,0,0,3,100,0,0,0,26
1,0,0,4,123,2,1,50,583
1,0,0,5,14,0,0,0,9
1,0,0,5,95,3,1,34,204
1,0,0,5,46,0,0,0,27
1,1,1,5,68,0,0,0,41
1,0,0,2,88,0,0,8,71
1,0,0,5,237,0,0,0,11
1,1,1,4,193,0,0,4,124
1,0,0,4,17,0,0,1,13
1,1,0,3,350,0,0,9,182
0,0,0,4,144,0,0,5,58
0,1,1,5,79,0,0,0,12
0,1,1,4,66,0,0,1,88
1,0,0,3,135,1,1,8,185
0,1,1,4,17,0,0,2,32
1,0,0,5,330,7,2,4,194
1,0,0,5,87,0,0,4,189
1,0,0,2,33,1,1,0,8
1,0,0,3,88,2,1,122,1351
0,1,1,1,58,0,0,1,9
1,0,0,4,45,1,1,0,82
1,0,0,2,102,0,0,1,10
1,0,0,1,32,0,0,0,12
0,1,0,2,275,9,2,202,2367
1,1,0,4,671,3,1,0,24
1,0,0,4,234,0,0,4,178
1,0,0,4,49,0,0,0,36
1,0,0,2,77,2,1,0,22
1,1,1,5,205,0,0,8,181
1,0,0,2,35,0,0,1,125
1,0,0,3,154,2,1,2,47
1,0,0,1,59,0,0,1,33
0,0,0,1,298,12,3,1,8
0,1,1,3,82,0,0,0,8
0,1,1,5,26,0,0,0,57
1,1,0,5,444,1,1,8,148
1,1,0,4,335,2,1,38,346
1,0,0,1,29,0,0,0,20
1,0,0,5,30,0,0,1,22
1,0,0,1,41,0,0,0,1
1,0,0,3,141,0,0,0,11
1,0,0,4,72,0,0,0,31
0,1,0,4,236,1,1,57,1290
0,1,1,2,94,0,0,1,40
1,0,0,3,64,0,0,0,100
0,1,1,4,35,0,0,0,11
1,1,0,5,343,0,0,2,64
1,0,0,5,33,0,0,0,110
1,0,0,4,18,0,0,1,91
1,0,0,3,90,0,0,5,47
1,0,0,4,115,0,0,1,102
0,1,1,4,58,0,0,0,12
1,0,0,4,75,0,0,0,13
1,0,0,5,96,1,1,8,100
0,0,0,1,159,2,1,2,25
0,1,1,5,41,0,0,3,33
0,0,0,4,218,4,1,33,189
1,0,0,4,237,0,0,2,16
1,1,0,4,541,3,1,2,15
1,0,0,5,173,0,0,2,130
1,0,0,5,83,0,0,0,3
1,1,0,4,542,6,2,97,874
0,1,1,4,103,0,0,1,292
0,1,1,3,141,1,1,2,14
1,0,0,5,45,1,1,3,162
0,1,1,5,102,0,0,0,39
1,0,0,5,22,0,0,0,21
1,0,0,2,62,1,1,2,21
0,1,1,5,105,0,0,0,8
1,1,0,1,503,3,1,22,290
1,1,1,5,78,0,0,0,25
1,1,0,4,198,3,1,63,1512
1,0,0,4,228,3,1,7,264
0,1,0,5,389,5,1,25,460
0,1,1,3,114,0,0,0,31
0,1,1,1,104,0,0,0,28
1,0,0,1,132,0,0,0,27
0,0,0,2,245,0,0,4,126
0,1,1,3,55,1,1,6,81
1,0,0,1,46,1,1,0,1
1,0,0,5,42,0,0,0,44
0,1,1,3,61,0,0,4,221
0,0,0,4,248,0,0,2,56
1,0,0,5,112,0,0,1,35
1,0,0,4,35,2,1,109,1339
1,1,1,4,169,0,0,0,15
0,1,1,2,126,0,0,0,24
1,0,0,5,247,0,0,0,16
1,0,0,5,83,0,0,4,6
1,1,0,3,314,1,1,4,135
1,0,0,4,19,0,0,0,3
0,1,1,3,64,0,0,2,50
0,0,0,4,231,0,0,2,42
0,1,1,3,89,0,0,0,28
0,0,0,4,270,0,0,4,41
1,0,0,1,107,0,0,0,2
1,0,0,4,99,0,0,1,41
0,0,0,5,294,2,1,5,87
0,1,1,2,76,0,0,0,71
1,1,1,3,118,0,0,5,121
1,0,0,4,47,2,1,2,45
0,1,1,5,71,0,0,0,6
0,0,0,4,161,3,1,4,38
1,0,0,5,71,0,0,1,37
1,0,0,3,123,2,1,6,28
1,1,1,5,287,4,1,1,11
1,0,0,1,97,0,0,0,3
1,1,1,4,149,1,1,17,186
0,0,0,2,351,0,0,0,3
1,0,0,4,137,0,0,2,69
1,0,0,4,138,0,0,1,12
1,0,0,5,122,2,1,11,131
1,1,1,2,118,0,0,0,18
1,1,1,5,107,3,1,0,94
0,1,1,4,132,1,1,8,119
1,0,0,4,86,0,0,0,64
1,0,0,5,98,1,1,7,43
0,0,0,5,119,2,1,28,209
1,0,0,5,168,1,1,0,17
1,0,0,5,219,0,0,3,42
0,1,1,5,66,0,0,0,3
0,1,1,5,16,0,0,0,11
1,0,0,4,28,0,0,1,19
1,0,0,4,180,0,0,8,99
1,1,0,4,339,0,0,0,9
0,1,1,5,24,0,0,1,8
0,1,1,5,32,0,0,2,95
0,0,0,2,213,3,1,16,74
1,0,0,3,187,0,0,0,4
0,0,0,5,166,1,1,0,31
1,0,0,4,129,0,0,0,39
0,0,0,1,340,1,1,0,5
1,0,0,4,58,2,1,28,46
0,1,1,5,42,0,0,0,15
1,0,0,3,43,0,0,2,75
0,0,0,4,240,0,0,0,3
1,0,0,4,127,4,1,149,1066
1,0,0,5,89,0,0,0,36
0,1,1,3,149,0,0,6,317
0,1,1,4,17,0,0,0,5
1,0,0,5,31,0,0,4,102
1,0,0,1,68,0,0,0,89
0,1,1,5,96,1,1,3,114
0,1,1,3,65,0,0,2,137
0,1,1,3,53,2,1,2,78
1,0,0,1,171,0,0,0,5
1,0,0,4,95,0,0,0,46
0,0,0,5,235,5,1,15,205
0,1,0,5,642,9,2,207,1153
1,0,0,3,169,0,0,18,215
1,0,0,2,182,0,0,1,15
0,1,1,5,49,0,0,1,10
0,1,1,5,60,0,0,0,11
1,0,0,5,18,0,0,0,3
1,0,0,4,114,0,0,9,104
1,0,0,3,37,0,0,0,170
1,0,0,2,22,0,0,0,3
0,1,1,4,71,2,1,1,27
1,0,0,4,87,3,1,9,442
1,0,0,5,52,0,0,0,27
0,1,1,5,31,0,0,0,5
1,1,0,5,341,5,1,35,117
0,1,1,4,96,0,0,2,18
1,0,0,4,57,1,1,29,250
1,1,1,4,88,0,0,0,9
1,0,0,4,73,2,1,87,158
0,0,0,2,137,0,0,13,396
0,1,1,3,66,0,0,0,1
1,0,0,5,254,4,1,7,91
1,0,0,5,61,0,0,0,6
1,1,0,3,654,0,0,3,59
0,1,1,2,18,0,0,0,21
1,1,1,4,178,1,1,12,277
1,0,0,5,12,0,0,0,15
0,1,0,1,641,5,1,37,347
1,1,1,5,40,0,0,0,16
1,0,0,5,125,0,0,5,172
1,1,1,2,186,0,0,1,63
1,0,0,5,12,0,0,32,261
1,0,0,5,31,0,0,0,20
1,0,0,5,84,0,0,4,55
0,0,0,2,158,0,0,0,9
1,0,0,4,24,0,0,1,5
1,1,0,4,450,4,1,71,277
1,0,0,5,132,1,1,1,11
0,1,0,4,372,1,1,72,1985
1,0,0,1,66,1,1,0,13
0,0,0,5,174,0,0,15,570
1,0,0,1,148,0,0,0,3
1,0,0,2,47,0,0,0,14
1,0,0,4,140,0,0,0,50
0,1,1,1,110,0,0,0,16
1,1,1,1,345,1,1,1,42
1,0,0,4,103,7,2,19,337
0,1,1,4,106,0,0,2,82
1,0,0,1,41,1,1,0,4
0,1,1,1,73,0,0,0,2
1,1,1,3,104,0,0,52,768
1,0,0,5,78,0,0,5,89
1,0,0,4,106,0,0,23,459
1,0,0,5,134,1,1,2,81
1,0,0,2,18,0,0,0,119
1,0,0,4,253,0,0,0,26
1,0,0,5,59,0,0,1,60
1,0,0,2,48,0,0,0,9
0,1,1,3,58,0,0,46,462
0,1,0,3,266,0,0,66,576
0,0,0,1,283,1,1,0,23
1,0,0,5,73,0,0,0,10
1,0,0,3,118,2,1,10,171
1,0,0,5,117,0,0,6,139
1,1,1,3,54,0,0,0,12
0,1,1,5,84,0,0,1,29
0,1,1,3,70,0,0,0,6
1,1,1,5,65,0,0,0,25
1,1,1,2,115,0,0,3,52
1,0,0,1,49,2,1,0,8
1,0,0,5,120,0,0,0,42
1,0,0,1,131,3,1,1,34
1,1,1,4,61,0,0,8,200
1,0,0,1,118,0,0,1,99
0,1,1,3,68,0,0,0,21
0,0,0,4,229,4,1,36,486
1,0,0,4,54,0,0,6,389
1,0,0,5,70,0,0,1,25
0,1,1,5,87,0,0,0,25
1,0,0,5,99,0,0,0,36
1,0,0,2,270,0,0,5,213
1,1,1,4,111,0,0,2,55
1,0,0,5,49,0,0,0,36
1,0,0,5,175,2,1,42,270
1,0,0,3,45,0,0,1,39
1,0,0,4,193,1,1,32,243
1,0,0,5,44,0,0,0,12
1,0,0,5,71,0,0,0,3
1,1,1,3,243,0,0,0,47
1,0,0,5,68,0,0,19,340
1,0,0,5,38,0,0,1,69
0,0,0,3,120,1,1,3,96
1,0,0,4,183,1,1,0,4
1,0,0,1,96,0,0,0,46
0,1,1,5,24,1,1,0,5
1,0,0,5,234,4,1,116,1259
1,0,0,5,44,0,0,0,13
1,1,0,3,537,5,1,3,152
0,1,1,5,72,1,1,18,463
1,1,1,1,121,0,0,0,22
1,1,1,4,87,0,0,0,23
1,1,1,4,43,0,0,1,29
0,1,1,4,132,0,0,18,381
1,1,0,4,423,14,3,239,787
1,0,0,2,66,0,0,0,36
1,0,0,5,41,0,0,0,12
0,1,1,5,42,1,1,0,17
1,1,0,5,188,1,1,3,127
1,0,0,5,133,1,1,1,8
1,1,0,3,285,2,1,3,52
1,0,0,2,330,10,2,55,351
1,0,0,5,24,0,0,0,19
1,0,0,4,87,0,0,0,97
1,0,0,1,38,0,0,0,2
1,0,0,1,98,0,0,0,8
1,0,0,3,222,2,1,1,50
1,0,0,4,45,2,1,0,8
1,1,1,1,42,0,0,3,112
1,1,1,5,133,0,0,17,159
1,1,0,4,529,2,1,1,15
1,0,0,3,21,0,0,0,9
0,1,1,4,123,0,0,0,16
1,0,0,3,37,1,1,0,25
0,1,1,5,122,1,1,3,70
1,0,0,4,63,0,0,1,13
1,0,0,2,185,3,1,0,18
1,0,0,4,59,0,0,0,11
1,0,0,4,275,1,1,14,392
1,1,0,4,274,10,2,38,465
1,1,1,5,38,0,0,14,224
0,1,1,4,154,1,1,0,16
1,1,1,3,149,0,0,18,288
1,1,1,5,123,0,0,0,81
0,0,0,5,247,2,1,41,255
1,0,0,1,71,0,0,0,51
1,0,0,5,215,6,2,30,191
1,0,0,3,299,0,0,3,355
1,0,0,2,55,0,0,0,43
1,0,0,4,17,0,0,0,48
1,0,0,5,88,1,1,14,172
0,1,1,1,34,0,0,0,18
0,1,1,5,149,1,1,0,41
0,1,1,5,62,1,1,0,18
1,0,0,5,95,3,1,1,16
1,0,0,1,85,0,0,4,79
1,0,0,2,22,0,0,0,2
1,0,0,5,44,0,0,1,12
0,1,1,5,33,0,0,3,48
0,1,1,1,74,0,0,7,86
1,0,0,1,344,3,1,1,55
1,0,0,1,65,0,0,0,8
1,0,0,1,89,0,0,13,189
0,0,0,3,209,0,0,0,73
0,0,0,5,145,1,1,3,39
0,1,1,3,97,0,0,0,8
1,0,0,2,81,0,0,1,1
1,0,0,2,64,0,0,0,15
0,1,1,4,117,0,0,0,10
1,0,0,3,141,0,0,3,217
0,1,0,3,725,2,1,11,284
1,0,0,5,125,1,1,3,114
1,0,0,5,40,2,1,5,43
0,1,1,4,26,0,0,0,6
0,0,0,3,173,0,0,11,179
1,0,0,4,57,0,0,0,8
1,1,1,5,49,2,1,5,27
0,0,0,3,175,1,1,1,135
1,0,0,5,55,0,0,0,16
0,1,1,5,41,1,1,1,7
1,0,0,2,25,0,0,0,11
0,1,1,4,65,0,0,0,18
0,1,1,4,144,0,0,22,196
1,0,0,5,96,1,1,0,33
0,1,1,2,60,3,1,5,123
1,0,0,5,65,0,0,38,538
1,1,1,4,157,2,1,7,153
1,0,0,1,144,0,0,1,4
1,0,0,5,154,1,1,6,157
0,1,1,5,38,0,0,1,11
0,1,1,3,76,0,0,0,84
1,0,0,3,259,1,1,206,2174
0,1,1,2,35,0,0,0,4
0,1,1,3,98,1,1,16,216
1,1,0,4,324,0,0,3,93
0,1,1,3,98,0,0,2,54
1,1,1,4,192,0,0,0,52
0,1,1,5,55,1,1,4,15
1,0,0,4,55,0,0,1,45
0,1,1,5,59,0,0,4,102
1,0,0,5,62,1,1,2,67
1,0,0,2,133,0,0,4,180
1,0,0,5,43,0,0,2,38
1,0,0,2,181,4,1,1,66
1,0,0,3,154,0,0,0,17
1,1,0,3,398,4,1,10,98
1,0,0,5,25,0,0,0,18
0,1,1,5,39,0,0,0,3
1,0,0,1,36,2,1,8,72
1,0,0,4,42,0,0,0,18
0,1,0,5,324,1,1,3,12
1,1,1,5,152,1,1,1,30
0,1,1,3,82,0,0,11,390
1,0,0,1,328,0,0,0,4
0,1,1,4,38,0,0,0,7
0,1,1,4,56,1,1,42,713
0,0,0,4,135,1,1,3,138
1,1,0,1,835,1,1,0,10
1,1,1,5,48,1,1,0,12
1,1,1,4,87,0,0,0,12
0,0,0,4,229,0,0,2,138
1,0,0,5,188,0,0,1,12
1,0,0,4,77,1,1,0,19
0,1,0,5,430,7,2,90,1060
0,1,1,1,38,1,1,0,17
1,0,0,5,64,0,0,2,82
1,0,0,4,266,1,1,77,197
1,0,0,1,18,0,0,0,2
1,1,0,5,699,7,2,128,705
1,0,0,3,84,5,1,0,26
0,1,1,4,38,0,0,0,33
1,0,0,2,78,0,0,5,258
1,0,0,5,308,3,1,1,13
0,1,1,3,122,0,0,28,548
1,0,0,3,167,0,0,0,87
1,0,0,5,140,2,1,0,26
0,1,1,5,40,0,0,5,56
0,0,0,4,323,0,0,4,136
1,1,1,4,88,0,0,0,71
1,0,0,4,185,0,0,15,89
1,0,0,5,51,1,1,0,36
1,0,0,3,67,0,0,1,50
1,1,0,3,585,0,0,0,27
1,0,0,5,39,0,0,0,12
1,0,0,4,80,0,0,1,31
1,0,0,1,16,0,0,0,3
1,0,0,3,72,0,0,2,55
1,0,0,3,308,3,1,1,64
1,1,1,2,66,0,0,1,39
0,0,0,2,139,0,0,2,98
1,1,1,4,150,0,0,0,31
1,0,0,5,173,3,1,9,141
1,1,0,4,275,0,0,67,350
0,1,1,5,24,0,0,10,162
0,1,1,2,110,5,1,17,365
0,0,0,5,161,1,1,2,73
0,1,1,2,136,0,0,6,124
0,0,0,2,192,1,1,1,48
1,0,0,1,42,0,0,0,9
1,1,1,4,208,2,1,0,64
0,1,1,5,73,1,1,5,110
0,0,0,3,162,1,1,40,660
0,1,1,3,57,0,0,3,245
1,0,0,5,118,0,0,3,245
0,1,1,3,49,0,0,1,64
1,0,0,5,92,2,1,1,74
0,1,0,4,428,1,1,0,72
0,1,0,5,283,2,1,12,274
0,1,1,4,97,3,1,3,93
1,0,0,3,26,0,0,0,4
1,0,0,5,61,0,0,0,14
1,0,0,3,63,0,0,1,22
1,0,0,1,80,0,0,0,5
1,0,0,5,39,0,0,5,212
0,1,1,1,62,0,0,0,5
0,1,1,4,92,0,0,0,7
1,0,0,5,187,3,1,0,87
1,0,0,3,113,0,0,0,39
0,0,0,5,331,1,1,0,15
1,0,0,5,48,0,0,0,17
1,0,0,5,227,5,1,0,7
1,0,0,2,87,1,1,2,51
0,1,1,1,102,0,0,0,1
1,0,0,4,174,1,1,11,77
1,0,0,5,227,0,0,5,259
1,0,0,5,21,0,0,0,11
0,1,1,2,157,0,0,0,16
0,1,1,5,18,0,0,0,2
0,0,0,5,94,2,1,0,12
0,1,1,5,29,0,0,3,170
1,0,0,4,60,0,0,0,19
1,0,0,4,213,0,0,1,19
1,0,0,1,21,1,1,0,1
1,0,0,1,24,0,0,0,12
1,0,0,4,85,0,0,0,3
0,1,1,4,148,0,0,0,9
1,0,0,4,116,0,0,7,119
1,0,0,4,13,0,0,0,8
0,0,0,5,199,1,1,22,46
0,0,0,5,175,1,1,5,33
1,1,0,4,358,0,0,0,19
1,1,1,4,81,1,1,22,248
1,0,0,4,19,0,0,6,168
1,0,0,1,102,0,0,0,1
1,1,0,1,359,2,1,0,1
1,0,0,4,243,3,1,0,29
0,1,1,3,63,0,0,2,21
0,0,0,2,173,0,0,0,24
1,0,0,3,172,0,0,2,65
0,1,1,4,170,3,1,24,699
1,0,0,5,98,2,1,2,38
0,1,1,3,31,0,0,0,3
1,0,0,5,56,1,1,15,441
1,0,0,1,87,2,1,4,111
1,0,0,5,6,0,0,0,1
1,0,0,5,77,0,0,7,101
1,0,0,5,49,0,0,6,143
1,0,0,4,190,0,0,51,728
0,1,0,5,423,0,0,4,22
1,0,0,5,25,0,0,0,4
0,1,1,3,132,0,0,0,18
1,0,0,5,27,0,0,6,177
1,0,0,5,260,4,1,60,358
0,0,0,5,147,1,1,7,234
0,1,1,4,87,0,0,1,84
1,0,0,3,124,0,0,0,50
1,1,0,4,342,8,2,62,455
1,1,1,5,219,0,0,0,133
0,0,0,5,250,0,0,3,26
1,1,0,5,374,8,2,30,396
1,0,0,5,30,1,1,0,9
0,0,0,5,220,2,1,23,197
1,0,0,5,21,0,0,2,76
1,0,0,4,47,0,0,0,30
1,0,0,4,87,0,0,1,93
1,1,1,5,55,0,0,0,8
1,0,0,3,192,2,1,30,278
1,0,0,5,15,0,0,2,15
0,1,1,3,73,0,0,0,18
1,1,0,2,527,0,0,0,9
1,1,0,1,618,0,0,0,10
0,1,0,4,415,1,1,33,398
0,1,1,1,43,0,0,0,14
1,1,0,2,305,2,1,1,3
1,1,0,1,475,1,1,6,76
1,1,0,3,251,0,0,18,369
1,0,0,3,244,0,0,3,47
1,0,0,3,157,0,0,0,19
0,1,1,3,20,0,0,0,12
1,1,0,3,447,1,1,0,10
1,0,0,2,37,0,0,0,43
1,1,1,1,169,0,0,0,1
1,0,0,3,78,0,0,15,215
1,1,0,5,390,2,1,1,16
1,1,0,2,281,0,0,18,223
0,1,1,4,97,0,0,0,20
1,0,0,5,28,0,0,0,7
0,1,1,1,49,0,0,0,21
0,0,0,4,199,2,1,16,251
1,1,0,3,354,2,1,1,18
1,0,0,5,79,0,0,0,10
1,0,0,2,169,1,1,28,739
1,0,0,5,35,0,0,0,53
1,0,0,5,51,0,0,2,36
0,1,1,5,48,0,0,0,26
1,1,0,4,248,1,1,11,107
1,1,1,5,19,1,1,1,9
1,1,0,5,254,0,0,1,30
0,0,0,3,242,8,2,106,940
1,0,0,4,20,1,1,0,18
1,1,1,5,112,4,1,27,479
0,1,1,1,135,1,1,0,9
1,0,0,3,161,0,0,1,101
1,1,0,3,453,4,1,33,342
0,1,1,5,43,0,0,0,1
1,1,0,5,319,5,1,150,854
1,0,0,4,246,0,0,3,233
0,1,1,5,111,0,0,1,96
1,0,0,2,145,0,0,0,22
0,1,1,4,68,0,0,1,27
0,1,1,4,64,2,1,0,11
1,0,0,5,54,0,0,0,25
0,1,1,5,39,0,0,0,1
1,0,0,4,108,1,1,3,71
1,1,1,5,141,1,1,13,271
1,0,0,5,263,20,3,57,302
1,0,0,4,211,5,1,41,329
1,1,0,3,291,1,1,10,287
1,1,1,4,87,1,1,5,299
0,0,0,5,168,0,0,6,89
0,1,1,1,118,0,0,0,18
1,1,1,5,81,0,0,0,1
1,0,0,1,85,0,0,0,5
0,0,0,5,103,0,0,0,26
0,1,1,3,43,1,1,3,28
0,1,1,1,61,0,0,0,6
1,0,0,5,108,1,1,2,30
0,1,1,5,115,1,1,1,11
0,0,0,4,138,4,1,185,2739
1,0,0,3,100,0,0,1,37
1,0,0,4,59,0,0,4,308
1,0,0,5,78,0,0,0,4
0,1,0,1,257,0,0,13,292
1,1,0,4,318,11,3,90,544
0,0,0,5,172,0,0,9,159
1,0,0,5,71,0,0,1,43
1,0,0,3,55,0,0,0,6
1,0,0,2,35,0,0,1,9
0,1,0,5,292,1,1,8,154
1,0,0,2,201,7,2,15,50
1,0,0,1,30,0,0,1,14
1,0,0,4,46,0,0,1,205
1,0,0,5,26,1,1,0,2
0,0,0,5,174,0,0,5,34
0,1,1,5,75,0,0,1,46
1,0,0,5,40,0,0,0,40
1,0,0,5,55,0,0,1,32
1,0,0,5,61,0,0,1,11
1,0,0,1,209,1,1,1,28
0,1,0,4,302,5,1,44,659
0,1,1,4,114,0,0,4,157
1,0,0,3,116,0,0,0,4
0,1,1,5,37,0,0,0,29
0,1,1,2,60,1,1,17,208
1,0,0,3,136,0,0,6,146
0,1,1,1,64,0,0,4,70
0,1,1,5,46,0,0,4,144
1,0,0,2,90,1,1,0,47
1,0,0,5,49,0,0,3,74
1,0,0,4,100,4,1,0,9
1,0,0,2,126,0,0,0,26
1,0,0,5,97,0,0,0,1
1,0,0,4,30,0,0,4,160
1,0,0,3,127,7,2,28,189
1,0,0,4,81,0,0,0,16
1,1,1,4,133,1,1,8,193
1,0,0,4,53,0,0,2,127
1,0,0,5,206,1,1,2,138
1,1,1,4,25,0,0,0,46
1,0,0,1,19,0,0,0,8
1,0,0,5,29,0,0,1,55
0,1,1,4,75,0,0,4,108
1,1,1,5,77,1,1,1,38
1,0,0,5,43,0,0,0,11
1,1,0,4,478,12,3,317,1685
1,0,0,5,136,0,0,0,7
1,0,0,5,32,0,0,1,36
0,0,0,2,238,1,1,0,27
0,0,0,4,289,3,1,55,451
0,0,0,3,206,4,1,58,301
0,1,1,1,37,0,0,0,1
1,0,0,1,122,0,0,0,78
1,1,1,5,142,0,0,0,33
1,1,0,3,300,3,1,13,143
1,0,0,5,18,0,0,0,7
1,1,1,5,253,0,0,0,13
1,0,0,5,31,0,0,0,30
1,0,0,2,74,1,1,0,293
0,0,0,4,409,3,1,22,314
1,0,0,4,25,0,0,1,10
0,1,1,5,125,0,0,5,303
0,0,0,2,290,0,0,0,41
1,0,0,5,100,7,2,72,410
1,0,0,3,58,0,0,1,10
1,0,0,3,256,13,3,57,350
1,0,0,4,200,0,0,0,7
1,0,0,4,15,0,0,4,88
0,1,1,4,35,1,1,19,345
1,0,0,1,114,0,0,0,3
1,0,0,5,78,0,0,3,53
1,0,0,5,100,0,0,2,41
1,0,0,3,111,0,0,0,31
1,0,0,4,91,1,1,0,10
1,0,0,4,189,0,0,0,27
1,1,0,4,195,1,1,21,331
0,0,0,4,177,0,0,2,120
0,1,1,2,142,1,1,8,166
1,0,0,5,166,0,0,1,23
1,1,1,3,153,0,0,5,605
1,1,1,5,41,0,0,0,32
1,0,0,5,152,1,1,1,21
1,1,1,5,218,0,0,0,8
0,0,0,4,157,9,2,48,249
1,0,0,4,236,2,1,61,1144
1,0,0,5,79,0,0,0,141
1,0,0,3,279,1,1,25,109
1,0,0,5,69,0,0,0,2
0,1,1,5,66,1,1,38,559
1,0,0,3,158,0,0,3,93
0,1,0,5,334,0,0,0,4
0,1,0,5,894,2,1,31,277
1,0,0,5,30,0,0,1,67
0,1,1,3,100,0,0,0,8
1,0,0,5,59,0,0,0,26
0,0,0,5,211,0,0,0,1
1,0,0,5,45,0,0,9,435
1,0,0,4,370,2,1,51,1039
0,0,0,5,161,2,1,8,154
1,0,0,5,90,0,0,0,17
1,0,0,4,71,2,1,1,51
0,1,1,3,88,0,0,20,331
0,0,0,2,276,3,1,32,437
1,1,1,4,51,0,0,0,16
0,1,1,1,159,0,0,2,82
1,0,0,5,30,0,0,4,185
0,1,1,5,36,0,0,0,20
1,1,0,4,276,2,1,8,135
1,0,0,4,38,0,0,0,30
1,1,1,4,87,0,0,1,83
1,1,1,5,77,0,0,0,4
1,0,0,4,22,2,1,2,27
1,0,0,1,74,2,1,2,61
1,1,1,5,346,1,1,27,602
1,0,0,5,60,0,0,0,6
1,1,0,2,650,3,1,0,78
0,1,1,1,26,0,0,0,19
1,0,0,3,95,0,0,1,47
0,0,0,3,224,1,1,0,95
1,0,0,5,66,0,0,7,129
0,1,1,5,43,0,0,1,35
1,0,0,5,43,0,0,1,26
1,0,0,5,137,1,1,198,794
0,1,0,4,886,1,1,1,6
1,0,0,3,87,0,0,0,64
1,0,0,3,41,0,0,7,152
0,1,0,5,540,2,1,8,159
1,0,0,5,70,0,0,1,28
0,1,1,4,63,0,0,0,59
1,0,0,1,25,0,0,0,2
0,1,1,4,74,0,0,0,87
1,0,0,4,136,1,1,58,1375
1,1,0,5,482,3,1,34,416
1,0,0,5,47,0,0,0,14
1,0,0,5,59,0,0,6,64
0,1,1,4,61,0,0,0,73
1,0,0,5,150,0,0,1,43
1,1,1,4,228,1,1,3,121
1,0,0,5,50,0,0,25,611
0,1,0,4,413,12,3,12,209
1,0,0,1,48,0,0,0,2
1,0,0,5,139,2,1,8,172
0,1,0,3,409,3,1,0,20
1,0,0,4,107,0,0,2,54
0,1,1,3,91,0,0,0,17
0,1,1,4,141,1,1,1,86
1,0,0,5,52,0,0,1,32
0,0,0,5,116,0,0,0,12
1,1,0,5,214,4,1,15,176
1,0,0,5,81,0,0,5,158
0,0,0,3,149,1,1,28,130
1,0,0,5,107,0,0,4,233
1,0,0,5,25,0,0,0,1
0,0,0,4,132,1,1,102,1337
0,1,0,4,213,3,1,14,481
1,0,0,4,66,0,0,0,23
1,1,0,4,190,2,1,0,23
1,0,0,3,159,1,1,3,51
1,1,1,1,133,1,1,0,2
1,1,1,5,193,4,1,0,2
1,0,0,5,85,0,0,1,15
1,1,1,1,202,0,0,0,11
0,1,1,3,95,0,0,0,17
1,1,1,4,107,0,0,3,33
0,1,1,3,104,2,1,0,13
0,1,1,1,108,0,0,0,78
1,1,1,2,179,0,0,2,35
0,1,1,3,56,0,0,13,670
0,1,1,4,78,0,0,1,127
1,0,0,5,140,1,1,4,81
1,0,0,1,107,1,1,0,13
0,1,1,3,48,0,0,1,51
1,0,0,5,15,0,0,2,358
1,0,0,4,100,0,0,0,39
1,0,0,5,101,1,1,0,8
1,0,0,5,20,0,0,0,9
1,0,0,5,49,1,1,4,216
1,0,0,5,119,0,0,0,9
1,1,1,4,44,0,0,2,73
1,1,0,3,507,2,1,17,177
1,1,0,2,394,3,1,0,29
1,0,0,5,97,0,0,0,9
1,0,0,5,102,0,0,0,13
1,0,0,5,84,0,0,0,22
1,0,0,5,94,1,1,2,104
0,1,1,1,155,0,0,0,15
0,1,1,5,18,0,0,0,26
0,1,1,1,51,3,1,0,27
0,1,1,4,58,0,0,0,44
0,1,1,5,144,1,1,1,28
1,0,0,4,73,0,0,0,65
1,0,0,5,52,0,0,0,24
0,1,1,5,43,0,0,19,258
1,0,0,3,132,0,0,15,387
1,0,0,4,307,5,1,8,185
1,0,0,4,79,1,1,15,213
1,1,1,3,211,1,1,29,706
1,1,1,5,49,0,0,0,7
1,1,1,4,31,0,0,4,171
0,1,1,1,97,0,0,0,1
1,0,0,4,137,0,0,51,740
0,1,1,5,15,0,0,0,29
1,0,0,5,217,0,0,1,25
0,1,1,5,124,2,1,1,24
1,0,0,3,177,1,1,7,70
0,0,0,4,205,2,1,3,95
1,0,0,4,58,0,0,18,276
0,1,1,3,177,0,0,3,67
1,0,0,5,48,0,0,0,25
1,0,0,3,47,0,0,0,3
1,0,0,2,52,0,0,1,63
0,1,1,4,19,0,0,0,81
1,0,0,5,229,0,0,52,222
1,1,1,5,49,1,1,1,9
0,0,0,5,152,0,0,0,7
1,1,0,4,466,7,2,23,269
1,1,1,5,42,3,1,1,46
0,1,1,3,85,0,0,0,13
1,0,0,4,171,0,0,2,31
1,0,0,5,40,0,0,2,79
1,1,1,5,34,0,0,8,127
1,0,0,3,289,0,0,1,86
1,1,0,5,299,0,0,3,90
1,0,0,1,121,0,0,0,17
